日付,勘定科目,品目,金額
2023/7/31,商品売上高（4111）,クロネコヤマト宅急便,15680
2023/7/31,商品売上高（4111）,宅配料コレクト,660
2023/7/31,商品売上高（4111）,道の駅切符,2880
2023/7/31,商品売上高（4111）,連絡線記念指定券,1200
2023/7/31,商品売上高（4111）,道の駅スタンプブック,5400
2023/7/31,商品売上高（4111）,指定ごみ袋,29800
2023/7/31,商品売上高（4111）,粗大ごみ処理券,5850
2023/7/31,商品売上高（4111）,チオビタ,2600
2023/7/31,商品売上高（4111）,ソフトクリーム用カップ・スプーン,820
2023/7/31,商品売上高（4111）,ソフトクリーム用カップ（アサヒ）,180
2023/7/31,商品売上高（4111）,ローソク・線香・マッチ・のし袋・ライター・紙コップ類,150
2023/7/31,商品売上高（4111）,アルミ保温保冷バッグ,1280
2023/7/31,商品売上高（4111）,レジ袋,12465
2023/7/31,商品売上高（4111）,あったか銀紙,116140
2023/7/31,手数料収入（4112）,風のふるさと館委託販売手数料,2025377
2023/7/31,その他の収入（4114）,バーコードラベル代金,29095
2023/7/31,その他の収入（4114）,コカ・コーラ自販機手数料,90125
2023/7/31,その他の収入（4114）,テナント使用料,45250
2023/7/31,その他の収入（4114）,テナント電気料,30651
2023/7/31,その他の収入（4114）,やきいもキッチンカー出店料,2000
2023/7/31,その他の収入（4114）,佐賀県水難救済会自動販売機手数料,36000
2023/7/31,商品仕入高（5211）,野菜・・・辻青果,393930
2023/7/31,商品仕入高（5211）,たまご,33696
2023/7/31,商品仕入高（5211）,九州あら塩 ・・・九州ソルト佐賀支店,7171
2023/7/31,商品仕入高（5211）,オロナミンC（トライアル）・・・7月7日,6291
2023/7/31,商品仕入高（5211）,オロナミンC（トライアル）・・・7月31日,2246
2023/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月10日,8786
2023/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月18日,9961
2023/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月24日,29808
2023/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月31日,22498
2023/7/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・7月14日,9460
2023/7/31,商品仕入高（5211）,佐賀県産たまねぎスープほか・・・7月28日,30823
2023/7/31,商品仕入高（5211）,からし漬けの素・・・7月10日,4374
2023/7/31,商品仕入高（5211）,黒糖ドーナツ棒,16178
2023/7/31,商品仕入高（5211）,天ぷら・ちくわほか,16783
2023/7/31,商品仕入高（5211）,ブラックモンブランカレーほか・・・7月14日,11170
2023/7/31,商品仕入高（5211）,ジャージーミックスほか,725565
2023/7/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか・・・6月分,21044
2023/7/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか・・・7月分,13754
2023/7/31,商品仕入高（5211）,明太トースト・・・7月18日,12701
2023/7/31,商品仕入高（5211）,いきさ屋豆腐,34587
2023/7/31,商品仕入高（5211）,いきさ屋豆腐,1410826
2023/7/31,商品仕入高（5211）,野菜等袋代・・・アサヒ,30437
2023/7/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,18249
2023/7/31,商品仕入高（5211）,ヤマト運輸振込手数料,330
2023/7/31,商品仕入高（5211）,ソフトクリーム用スプーン,9570
2023/7/31,商品仕入高（5211）,指定ごみ袋,47700
2023/7/31,商品仕入高（5211）,粗大ごみ処理券,5800
2023/7/31,商品仕入高（5211）,アルミ保温保冷バッグ・・・7月7日,770
2023/7/31,商品仕入高（5211）,アルミ保温保冷バッグ・・・7月28日,1430
2023/7/31,商品仕入高（5211）,チオビタドリンク・・・月日,114286
2023/7/31,販売員給与（6111）,パート（９名）,898600
2023/7/31,広告宣伝費（6113）,厳木夏まつり協賛お菓子代・・・7月28日,1404
2023/7/31,広告宣伝費（6113）,厳木夏まつり協賛お菓子代・・・7月31日,2095
2023/7/31,事業費（6116T）,海の日プレゼント焼きとうもろこし調味料・・・7月7日,1028
2023/7/31,事業費（6116T）,海の日プレゼント焼きとうもろこし調味料・・・7月10日,1833
2023/7/31,事業費（6116T）,海の日イベントカセットボンベほか代,6037
2023/7/31,事業費（6116T）,海の日イベント用刷毛代,350
2023/7/31,事業費（6116T）,海の日イベント用保存容器代,550
2023/7/31,事業費（6116T）,海の日プレゼントとうもろこし代,10000
2023/7/31,事業費（6116T）,海の日イベント協力者昼食代,700
2023/7/31,役員報酬（6211）,役員給与（１名）,250000
2023/7/31,役員報酬（6211）,役員賞与（1名）,250000
2023/7/31,役員報酬（6211）,役員報酬（4名）,280000
2023/7/31,従業員給与（6212）,従業員給与（１名）,196500
2023/7/31,従業員賞与（6213）,従業員賞与（１名）,160000
2023/7/31,販売員賞与（6213）,パート賞与（９名）,535000
2023/7/31,法定福利費（6312）,唐津社会保険事務所社会保険料,132077
2023/7/31,事務用消耗品費（6217）,電子複写機コピー代,2979
2023/7/31,通信交通費（6218）,ＮＴＴファイナンス通話料,10441
2023/7/31,水道光熱費（6219）,電気料金・・・電灯,116131
2023/7/31,水道光熱費（6219）,電気料金・・・電力,164682
2023/7/31,接待交際費（6223）,生産者集会お茶代,2700
2023/7/31,接待交際費（6223）,佐賀県道の駅駅長会意見交換会会費,6000
2023/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月14日,7920
2023/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月24日,7920
2023/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月31日,7920
2023/7/31,備品・消耗品費（6225）,水切りネット代,220
2023/7/31,備品・消耗品費（6225）,虫よけネットほか代,4826
2023/7/31,備品・消耗品費（6225）,ペーパータオル代,4913
2023/7/31,備品・消耗品費（6225）,マジックほか代,2243
2023/7/31,備品・消耗品費（6225）,ポリエチレン手袋代,1100
2023/7/31,備品・消耗品費（6225）,石鹸代,200
2023/7/31,備品・消耗品費（6225）,ゼリー用スプーン代・・・7月28日,110
2023/7/31,備品・消耗品費（6225）,割箸代,837
2023/7/31,備品・消耗品費（6225）,ソフト用アルコールスプレー代,7260
2023/7/31,運営管理諸費（6227A）,東芝テックポスレジシステムリース料,69696
2023/7/31,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2023/7/31,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2023/7/31,施設管理諸費（6227B）,クリーン・リース代,2662
2023/7/31,施設管理諸費（6227B）,塵芥収集運搬料,60500
2023/7/31,施設管理諸費（6227B）,サーキュレーター取付・配線工事代,14300
2023/7/31,施設管理諸費（6227B）,消防設備保守点検業務,17050
2023/7/31,施設管理諸費（6227B）,道の駅草払い等処理業務,22500
2023/7/31,施設管理諸費（6227B）,自動ドア装置保守点検業務,13200
2023/7/31,車両費（6228）,ガソリン代・・・江頭火薬石油・・・7月14日,3000
2023/7/31,車両費（6228）,ガソリン代・・・JA唐津厳木SS・・・7月28日,3000
2023/7/31,リース料（6234）,ソフトサーバーリース代,15510
2023/7/31,雑費(6231),コカ・コーラ振込手数料・・・7月18日分,660
2023/7/31,雑費(6231),佐賀富士ベンディング振込手数料,660
2023/7/31,雑費(6231),振込手数料（牛津かまぼこ）,660
2023/7/31,雑費(6231),振込手数料（やまや）,660
2023/7/31,雑費(6231),振込手数料（コロンブスかわの）,110
2023/7/31,雑費(6231),振込手数料（MonotaRO）,660
2023/7/31,受取利息割引料,預金利息,0
2023/7/31,雑収入（7118）,雇用保険料預り（６月分）,4754
2023/7/31,雑収入（7118）,雇用保険料預り（賞与分）,6504
2023/8/31,商品売上高（4111）,野菜等,705315
2023/8/31,商品売上高（4111）,温泉たまご,77850
2023/8/31,商品売上高（4111）,あら塩・灘の塩（食塩）,2660
2023/8/31,商品売上高（4111）,オロナミンC（トライアル）,5500
2023/8/31,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,193540
2023/8/31,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,30875
2023/8/31,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,4050
2023/8/31,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ・明太子チップ,88990
2023/8/31,商品売上高（4111）,粉末うどん・ちゃんぽんスープ,1850
2023/8/31,商品売上高（4111）,天ぷら・ちくわほか,20110
2023/8/31,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレー,31565
2023/8/31,商品売上高（4111）,やまや（明太トースト）,10260
2023/8/31,商品売上高（4111）,いきさ屋（豆腐）,50610
2023/8/31,商品売上高（4111）,ソフトクリーム・コーン,1557660
2023/8/31,商品売上高（4111）,シンセイ商事（しょうが湯ほか）,160
2023/8/31,商品売上高（4111）,ゼリー,2600
2023/8/31,商品売上高（4111）,みりん,2783595
2023/8/31,商品売上高（4111）,野菜袋（アサヒ）,24080
2023/8/31,商品売上高（4111）,中島潔グッズ,5605
2023/8/31,商品売上高（4111）,クロネコヤマト宅急便,14640
2023/8/31,商品売上高（4111）,道の駅切符,3060
2023/8/31,商品売上高（4111）,連絡線記念指定券,1600
2023/8/31,商品売上高（4111）,道の駅スタンプブック,3240
2023/8/31,商品売上高（4111）,指定ごみ袋,29700
2023/8/31,商品売上高（4111）,粗大ごみ処理券,1000
2023/8/31,商品売上高（4111）,チオビタ,2900
2023/8/31,商品売上高（4111）,ソフトクリームスプーン,1070
2023/8/31,商品売上高（4111）,ソフトクリームカップ（アサヒ）,750
2023/8/31,商品売上高（4111）,キティちゃんグッズ,550
2023/8/31,商品売上高（4111）,ローソク・線香・マッチ・のし袋・ライター・紙コップ類,355
2023/8/31,商品売上高（4111）,アルミ保温保冷バッグ,1440
2023/8/31,商品売上高（4111）,レジ袋,15115
2023/8/31,商品売上高（4111）,あったか銀紙,105105
2023/8/31,手数料収入（4112）,風のふるさと館委託販売手数料,2799087
2023/8/31,その他の収入（4114）,バーコードラベル代金,35288
2023/8/31,その他の収入（4114）,コカ・コーラ自販機手数料,81171
2023/8/31,その他の収入（4114）,アルミ缶売却料,6500
2023/8/31,その他の収入（4114）,テナント使用料,45250
2023/8/31,その他の収入（4114）,テナント電気料,62581
2023/8/31,その他の収入（4114）,テナント水道料,40026
2023/8/31,その他の収入（4114）,アイコス実演販売賃借料,2000
2023/8/31,その他の収入（4114）,アイコス実演販売賃借料,2000
2023/8/31,その他の収入（4114）,アイコス実演販売賃借料,2000
2023/8/31,その他の収入（4114）,団子店頭販売賃借料,9000
2023/8/31,その他の収入（4114）,団子店頭販売賃借料,6000
2023/8/31,商品仕入高（5211）,野菜・・・辻青果,566970
2023/8/31,商品仕入高（5211）,たまご,37908
2023/8/31,商品仕入高（5211）,温泉たまご用塩代,25272
2023/8/31,商品仕入高（5211）,オロナミンC（トライアル）・・・8月18日,3156
2023/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月7日,45230
2023/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月14日,42508
2023/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月21日,23094
2023/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月28日,14463
2023/8/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・8月10日,14191
2023/8/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・8月18日,37843
2023/8/31,商品仕入高（5211）,黒糖ドーナツ棒,17668
2023/8/31,商品仕入高（5211）,天ぷら・ちくわほか,22118
2023/8/31,商品仕入高（5211）,わさびドレッシングほか・・・8月10日,19942
2023/8/31,商品仕入高（5211）,ジャージーミックスほか,1040128
2023/8/31,商品仕入高（5211）,いきさ屋豆腐,43306
2023/8/31,商品仕入高（5211）,くだものゼリー・・・8月10日,771
2023/8/31,商品仕入高（5211）,くだものゼリーほか・・・8月18日,732
2023/8/31,商品仕入高（5211）,くだものゼリーほか・・・8月18日,1955300
2023/8/31,商品仕入高（5211）,野菜等袋代・・・アサヒ,73095
2023/8/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,16764
2023/8/31,商品仕入高（5211）,ヤマト運輸振込手数料,330
2023/8/31,商品仕入高（5211）,ソフトクリーム用スプーン,880
2023/8/31,商品仕入高（5211）,ソフトクリーム用スプーン,2831
2023/8/31,商品仕入高（5211）,ソフトクリーム用スプーン,19140
2023/8/31,商品仕入高（5211）,アルミ保温保冷バッグ,1100
2023/8/31,商品仕入高（5211）,チオビタドリンク・・・8月18日,2895
2023/8/31,商品仕入高（5211）,チオビタドリンク・・・8月18日,117035
2023/8/31,販売員給与（6111）,パート（９名）,866470
2023/8/31,広告宣伝費（6113）,第49回厳木納涼花火大会協賛金,5000
2023/8/31,広告宣伝費（6113）,唐津・虹ノ松原ツーデーウォーク広告協賛金,10000
